badge,clean address,clean up,conf dt,ent due,ent ovp,entity,fine,hold ct,iss dt,iss time,last seiz,lat,location,long,meter,multno,nix dt,seiz dt,seiz stat,termdt,ticket,viol
8,,meter,2013254,$0.00,$0.00,3309029,$25.00,0,2013238,1420,2013183,39.953255,FULTON ST W,-83.00034,WA61,0,0,2013204,,0,5562025935,29
20,,meter,2017312,$235.00,$0.00,3335835,$45.00,2,2013267,1715,0,39.978764,HUBBARD AVE W,-83.00442,K232,0,0,0,,0,5562193493,72
12,,meter,2015189,$170.00,$0.00,3350315,$25.00,2,2013324,1158,0,39.96136,6TH ST S,-82.99241,SS109,0,0,0,,0,5562335442,29
2,,meter,2017137,$0.00,$0.00,3314087,$25.00,0,2013176,953,0,39.961906,SIXTH ST S,-82.99252,SS61,0,0,0,,0,5561750695,29
10,,meter,2017242,$230.00,$0.00,3183796,$25.00,3,2013207,1349,2012331,39.997784,THIRTEENTH AVE E,-83.00731,UE201,0,0,2012332,,0,5561996163,29
19,,meter,2017235,$0.00,$0.00,3114913,$25.00,0,2013260,1547,0,39.976593,BUTTLES LOT,-83.004005,V13,0,0,0,,0,5562187451,29
6,,meter,2017298,$0.00,$0.00,3227944,$25.00,0,2013186,1320,0,39.98969,HIGH ST N,-83.00611,K1109,0,0,0,,0,5561791553,29
12,,meter,2017011,$139.00,$0.00,3258737,$25.00,2,2013207,1416,0,39.981453,HIGH ST N,-83.00452,K761,0,0,0,,0,5561634941,29
17,,meter,2016279,$0.00,$0.00,3222771,$25.00,0,2013043,1955,2017302,39.95999,STATE ST W,-83.00097,WK11,0,0,2017302,,0,5561291171,29
12,,meter,2011208,$0.00,$0.00,3118624,$25.00,0,2013319,1135,0,39.97676,BUTTLES LOT,-83.00391,V23,0,0,0,,0,5562334683,29
7,,meter,2012340,$0.00,$0.00,3265772,$25.00,0,2013107,1131,0,39.955673,NOBLE ST E,-82.99725,ED123,0,0,0,,0,5561523814,29
13,,meter,0,$0.00,$0.00,3356765,$25.00,0,2013354,2044,0,39.97224,SPRUCE ST,-83.00376,WBB57,0,0,0,,0,5562575413,29
17,,meter,2017263,$310.00,$0.00,3325242,$25.00,2,2013228,2034,0,39.97368,GOODALE ST W,-83.005035,K6,0,0,0,,0,5562043564,29
8,,meter,2017319,$135.00,$0.00,3310481,$25.00,1,2013158,1504,2013191,39.96882,NATIONWIDE BLVD E,-82.99804,EX153,0,0,2013192,,0,5561714822,29
18,,meter,2013345,$75.00,$0.00,2815359,$25.00,0,2013327,1640,2008071,39.961178,STARLING ST S,-82.998795,C440,0,0,2008072,,0,5562478290,29
19,,meter,2017312,$0.00,$0.00,3335762,$25.00,0,2013267,1545,0,39.993484,NEIL AVE,-83.01438,UW901,0,0,0,,0,5561034492,29
8,,meter,2017312,$15.00,$0.00,3020909,$25.00,0,2013221,1431,0,39.953327,FULTON ST W,-82.99949,WA15,0,0,0,,0,5561955036,29
2,,meter,2015042,$65.00,$0.00,3320818,$25.00,1,2013324,1055,0,39.95536,PEARL ST S,-82.99835,SL554,0,0,0,,0,5562358041,29
17,,meter,2015238,$65.00,$0.00,3210727,$50.00,1,2013109,2025,0,39.97276,PARK ST,-83.00467,NI655,0,0,0,,0,5561571160,13
6,,meter,2017296,$150.00,$0.00,3332156,$25.00,0,2013253,1047,0,39.995243,NEIL AVE,-83.01453,UW972,0,0,0,,0,5562110845,29
14,,meter,2017284,$660.00,$0.00,2560845,$25.00,1,2013109,805,0,39.965714,FRONT ST N,-83.003006,NI254,0,0,0,,0,5561528283,29
18,,meter,2013361,$200.00,$0.00,3341855,$25.00,0,2013291,1755,0,39.952168,FRONT ST S,-83.000595,B513,0,2013323,0,,0,5562311255,29
15,,meter,2017340,$0.00,$0.00,3317268,$50.00,0,2013191,1305,0,39.954903,CIVIC CENTER DR,-83.00426,SE513,0,0,0,,0,5561921565,13
16,,meter,2015315,$230.00,$0.00,3305772,$25.00,3,2013135,922,0,39.953808,FULTON ST E,-82.99664,EA30,0,2013204,0,,0,5561673883,29
16,,meter,2017221,$0.00,$0.00,3317754,$25.00,0,2013193,1151,0,39.96501,LONG ST E,-82.99971,ER37,0,2014338,0,,0,5561866836,29
16,,meter,2014358,$135.00,$0.00,3356688,$25.00,1,2013354,1251,0,39.95329,FULTON ST W,-82.99991,WA37,0,0,0,,0,5562501961,29
17,,meter,2017214,$275.00,$0.00,2979214,$25.00,2,2013028,1538,0,39.972263,SPRUCE ST W,-83.00424,WBB75,0,0,0,,0,5561248445,29
19,,meter,2017296,$60.00,$0.00,3291266,$25.00,0,2013072,1925,0,39.975533,RUSSELL ST W,-83.00373,K206,0,0,0,,0,5561456953,29
15,,meter,2004239,$0.00,$0.00,2273047,$25.00,0,2013114,1040,2017326,39.963825,GAY ST E,-82.99964,EP32,0,0,2017326,,0,5561507246,29
15,,meter,2013086,$0.00,$0.00,3289122,$45.00,0,2013064,942,0,39.954773,MOUND ST E,-82.998726,EC5,0,0,0,,0,5561372710,72
8,,meter,2017256,$0.00,$0.00,3218448,$25.00,0,2013126,1422,0,39.955017,MOUND ST E,-82.99805,EC30,0,0,0,,0,5561612622,29
8,,meter,2017291,$0.00,$0.00,3311075,$25.00,0,2013162,1224,2017109,39.986416,HIGH ST N,-83.0055,K935,0,0,2017109,,0,5561715382,29
16,,meter,2014289,$80.00,$0.00,2295416,$25.00,0,2013031,1303,0,39.97561,PARK ST,-83.00473,K376,0,0,0,,0,5561106861,29
6,,meter,2017186,$0.00,$0.00,3205540,$25.00,0,2013081,1052,2017257,39.995396,HIGH ST N,-83.00702,UE630,0,0,2017257,,0,5561387325,29
19,,meter,2015063,$0.00,$0.00,2995632,$50.00,0,2013096,2025,2017175,39.97276,PARK ST,-83.00467,NI655,0,0,2017175,,0,5561561231,13
18,,meter,2017249,$0.00,$0.00,3206026,$25.00,0,2013281,2138,0,39.95067,FRONT ST S,-83.000305,B563,0,0,0,,0,5562259175,29
18,,meter,2017214,$165.00,$0.00,3317035,$45.00,1,2013360,1544,0,39.95836,MT CARMEL MALL,-83.02219,M510,0,0,0,,0,5562591336,72
18,,meter,0,$0.00,$0.00,3354263,$25.00,0,2013344,2131,2017235,39.950993,HOSTER ST W,-82.999596,B180,0,0,2017235,,0,5562523893,29
7,,meter,2017292,$210.00,$0.00,3157290,$25.00,3,2013318,1121,2015117,39.953323,FULTON ST W,-82.99952,WA17,0,0,2015118,,0,5562421284,29
18,,meter,2017228,$0.00,$0.00,3645624,$25.00,0,2013221,2116,0,39.961178,GAY ST E,-82.998795,EP201,0,0,0,,0,5562006420,29
16,,meter,2014085,$0.00,$0.00,3328741,$25.00,0,2013259,1030,2017251,39.975925,HIGH ST N,-83.00341,K547,0,0,2017251,,0,5562071726,29
18,,meter,0,$0.00,$0.00,3334379,$45.00,0,2013261,1805,0,39.97356,GOODALE ST W,-83.00536,K25,0,0,0,,0,5562135113,72
6,,meter,0,$0.00,$0.00,3308884,$25.00,0,2013151,1247,0,39.997917,THIRTEENTH AVE E,-83.00691,UE228,0,0,0,,0,5561725893,29
14,,meter,2013289,$160.00,$0.00,3005191,$45.00,0,2013271,1444,0,39.969257,NATIONWIDE BLVD E,-82.9996,EX26,0,2012143,0,,0,5562245046,72
17,,meter,2017361,$85.00,$0.00,3300376,$45.00,0,2013112,2132,0,39.994373,HIGH ST N,-83.006805,UE610,0,0,0,,0,5561571856,72
12,,meter,0,$0.00,$0.00,3331042,$25.00,0,2013288,1322,0,39.996696,TWELFTH AVE E,-83.00591,UE183,0,0,0,,0,5562224864,29
8,,meter,2017277,$0.00,$0.00,3401322,$25.00,0,2013275,1435,0,39.965435,PEARL ST N,-83.0003,NL206,0,0,0,,0,5562208462,29
20,,meter,2018010,$0.00,$0.00,3246391,$25.00,0,2013102,1941,0,39.963886,GAY ST E,-82.999084,EP46,0,0,0,,0,5561544453,29
20,,meter,2014036,$120.00,$0.00,3337061,$25.00,0,2013271,1634,0,39.97675,BUTTLES LOT,-83.00403,V27,0,0,0,,0,5562195851,29
19,,meter,2017312,$0.00,$0.00,3173465,$25.00,0,2013352,1723,0,39.995277,HIGH ST N,-83.00699,UE626,0,0,0,,0,5562600252,29
20,,meter,2018009,$280.00,$0.00,3292221,$25.00,0,2013077,1656,0,39.963993,GAY ST E,-82.99692,EP159,0,0,0,,0,5561460895,29
7,,meter,2016258,$210.00,$0.00,3107205,$50.00,1,2013088,850,0,39.95494,MOUND ST E,-82.99864,EC4,0,0,0,,0,5561469715,14
8,,meter,2018073,$230.00,$0.00,3045419,$500.00,2,2013203,1019,0,39.96323,FRONT ST N,-83.002754,NI27,0,0,0,,0,5561878994,49
11,,meter,2017319,$0.00,$0.00,3208653,$25.00,0,2013068,841,0,39.976864,LINCOLN ST E,-83.00296,K185,0,0,0,,0,5560691094,29
7,,meter,0,$0.00,$0.00,2739835,$45.00,0,2013305,1029,2007108,39.95354,FULTON ST E,-82.99774,EA25,0,0,2007109,,0,5562373710,72
17,,meter,2014085,$0.00,$0.00,3328741,$25.00,0,2013240,1821,2017251,39.97168,PARK ST,-83.00476,NI603,0,0,2017251,,0,5562113866,29
14,,meter,2017263,$170.00,$0.00,3065004,$45.00,1,2013268,929,0,39.953465,FULTON ST E,-82.99837,EA9,0,0,0,,0,5562244081,72
13,,meter,2017296,$150.00,$0.00,3332156,$25.00,0,2013305,2108,0,39.972237,SPRUCE ST W,-83.00362,WBB51,0,0,0,,0,5562170242,29
19,,meter,2017242,$230.00,$0.00,3183796,$25.00,3,2013269,1815,2012331,39.99672,12TH AVE E,-83.00636,UE171,0,0,2012332,,0,5562260881,29
19,,meter,2017249,$0.00,$0.00,3351974,$25.00,0,2013311,2112,0,39.981976,HIGH ST N,-83.00462,K769,0,0,0,,0,5562434691,29
8,,meter,2017256,$0.00,$0.00,3296216,$25.00,0,2013263,1422,0,39.96308,YOUNG ST N,-82.995476,NP1,0,0,0,,0,5562094045,29
7,,meter,2017256,$0.00,$0.00,3163235,$25.00,0,2013228,1502,0,39.971928,PARK ST,-83.00454,NI604,0,0,0,,0,5562048151,29
2,,meter,2017207,$400.00,$0.00,3299643,$25.00,4,2013122,1116,0,39.97104,GRANT AVE N,-82.99199,NT615,0,0,0,,0,5561573831,29
8,,meter,2017256,$0.00,$0.00,3163235,$25.00,0,2013137,1011,0,39.955124,MOUND ST E,-82.99571,EC117,0,0,0,,0,5561615610,29
5,,meter,2017319,$0.00,$0.00,3288667,$25.00,0,2013061,2013,0,39.963715,GAY ST E,-82.999374,EP43,0,0,0,,0,5561368834,29
16,,meter,2013289,$15.00,$0.00,3337641,$25.00,0,2013273,1321,0,39.96264,SIXTH ST S,-82.99265,SS7,0,0,0,,0,5562158950,29
9,,meter,2017270,$210.00,$0.00,3097892,$25.00,3,2013352,1104,0,39.955074,FRONT ST S,-83.00117,SI553,0,0,0,,0,5562466600,29
9,,meter,2017270,$210.00,$0.00,3097892,$25.00,3,2013217,1130,0,39.955696,FRONT ST S,-83.0013,SI503,0,0,0,,0,5561962154,29
12,,meter,2017249,$135.00,$0.00,3131414,$25.00,0,2013058,1129,0,39.958378,MT CARMEL MALL,-83.022026,M506,0,0,0,,0,5561222184,29
11,,meter,2017284,$90.00,$0.00,3283583,$25.00,1,2013040,846,0,39.97687,LINCOLN ST E,-83.00288,K187,0,2018061,0,,0,5560690453,29
17,,meter,2015098,$150.00,$0.00,3186483,$25.00,2,2013172,1716,0,39.972256,SPRUCE ST W,-83.004135,WBB71,0,0,0,,0,5561851112,29
9,,meter,2017249,$0.00,$0.00,3334327,$25.00,0,2013261,1024,2017263,39.955006,MOUND ST E,-82.99814,EC28,0,2013288,2017263,,0,5562090361,29
15,,meter,2015161,$255.00,$0.00,3239808,$45.00,3,2013270,942,0,39.952297,BREWERS ST E,-82.99828,B55,0,2015146,0,,0,5562154735,72
9,,meter,2014079,$280.00,$0.00,3319745,$25.00,0,2013290,1349,0,39.960915,STATE ST E,-82.99293,EK267,0,0,0,,0,5562276303,29
7,,meter,0,$15.00,$0.00,3215094,$25.00,0,2013065,1023,0,39.95476,MOUND ST E,-82.99888,EC1,0,0,0,,0,5561366782,29
20,,meter,2017284,$0.00,$0.00,2804009,$25.00,0,2013362,1628,2017308,39.98684,HIGH ST N,-83.00533,K946,0,2014149,2017308,,0,5562609676,29
20,,meter,2018108,$0.00,$0.00,3276171,$25.00,0,2013008,1940,0,39.976795,PARK ST,-83.005165,K415,0,0,0,,0,5561166954,29
20,,meter,2017235,$0.00,$0.00,3351296,$25.00,0,2013327,2045,0,39.983585,HIGH ST N,-83.00472,K756,0,0,0,,0,5562494423,29
18,,meter,2017214,$275.00,$0.00,2979214,$25.00,2,2013221,2131,0,39.9592,FRONT ST S,-83.00176,SI250,0,0,0,,0,5562006501,29
14,,meter,2018068,$250.00,$0.00,3010695,$45.00,1,2013047,1306,0,39.96891,NATIONWIDE BLVD E,-82.999,EX101,0,0,0,,0,5561258750,72
19,,meter,2016265,$130.00,$0.00,3314306,$45.00,1,2013254,2017,0,39.95078,FRONT ST S,-83.00033,B559,0,0,0,,0,5562184625,72
5,,meter,2014309,$240.00,$0.00,3312691,$25.00,0,2013150,2152,0,39.95264,LIVINGSTON AVE W,-83.00019,B17,0,0,0,,0,5561687312,29
17,,meter,2018017,$0.00,$0.00,3248076,$25.00,0,2013178,2123,0,39.972347,SPRUCE ST W,-83.00348,WBB50,0,0,0,,0,5561890824,29
5,,meter,2014309,$240.00,$0.00,3312691,$25.00,0,2013221,2133,0,39.950993,HOSTER ST W,-82.999596,B180,0,0,0,,0,5561986890,29
19,,meter,2017263,$430.00,$0.00,3245810,$25.00,5,2013141,1857,2015110,39.986546,HIGH ST N,-83.00528,K936,0,0,2015111,,0,5561746904,29
10,,meter,2013226,$510.00,$0.00,3308708,$45.00,6,2013183,1302,0,40.003105,EIGHTEENTH AV E,-83.008354,UE449,0,0,0,,0,5561882741,72
14,,meter,2015182,$90.00,$0.00,3355296,$25.00,1,2013348,1309,2015310,39.96311,LAZELLE ST N,-82.99725,NN9,0,0,2015312,,0,5562460985,29
7,,meter,0,$0.00,$0.00,3278065,$25.00,0,2013016,1458,0,39.99527,11TH AVE W,-83.0083,UW111,0,0,0,,0,5561181396,29
2,,meter,2017256,$0.00,$0.00,3308633,$25.00,0,2013150,1314,0,39.962593,FRONT ST N,-83.00263,NI11,0,0,0,,0,5561667373,29
7,,meter,2013156,$60.00,$0.00,3306014,$25.00,0,2013136,1341,0,39.95886,RICH ST E,-82.98822,EG544,0,0,0,,0,5561689600,29
6,,meter,2017296,$150.00,$0.00,3332156,$25.00,0,2013253,1230,0,39.995,NEIL AVE,-83.01448,UW964,0,0,0,,0,5562110930,29
8,,meter,2017298,$0.00,$0.00,3586405,$25.00,0,2013170,1149,0,39.952576,LIVINGSTON AVE E,-82.99828,B29,0,0,0,,0,5561773283,29
7,,meter,2018088,$170.00,$0.00,3324919,$25.00,2,2013227,1149,0,39.9626,BROAD ST E,-82.99838,EN62,0,2018087,0,,0,5562019602,29
19,,meter,2017277,$315.00,$0.00,3314358,$25.00,4,2013177,1748,0,39.972355,SPRUCE ST W,-83.00373,WBB56,0,0,0,,0,5561885390,29
6,,meter,2018038,$0.00,$0.00,3243377,$25.00,0,2013043,1231,0,39.99503,HIGH ST N,-83.00694,UE618,0,0,0,,0,5561234574,29
8,,meter,2017011,$145.00,$0.00,3309343,$25.00,1,2013154,1141,0,39.96806,CHESTNUT ST,-82.99847,EV140,0,0,0,,0,5561713562,29
20,,meter,2017256,$0.00,$0.00,3276459,$25.00,0,2013009,1654,0,39.985554,HIGH ST N,-83.00508,K836,0,0,0,,0,5561167256,29
5,,meter,2016279,$0.00,$0.00,3222771,$25.00,0,2013051,2051,2017302,39.96383,WALL ST N,-83.00182,NJ106,0,0,2017302,,0,5561301925,29
16,,meter,2017284,$0.00,$0.00,3310916,$25.00,0,2013161,854,0,39.95959,TOWN ST E,-82.99238,EI327,0,0,0,,0,5561739521,29
19,,meter,2017305,$0.00,$0.00,3342528,$25.00,0,2013294,2121,0,39.9823,HIGH ST N,-83.00443,K716,0,0,0,,0,5562201856,29
20,,meter,2017284,$0.00,$0.00,2804009,$45.00,0,2013362,1629,2017308,39.98684,HIGH ST N,-83.00533,K946,0,2014149,2017308,,0,5562609680,72
7,,meter,2017284,$90.00,$0.00,3283583,$45.00,1,2013079,1155,0,39.952316,BREWERS ST E,-82.99813,B59,0,2018061,0,,0,5561403171,72
2,,meter,2013226,$0.00,$0.00,3320964,$25.00,0,2013210,927,0,39.95199,HIGH ST S,-82.99854,B606,0,0,0,,0,5561846470,29
19,,meter,2017298,$0.00,$0.00,3271847,$25.00,0,2013044,1745,0,39.977894,HIGH ST N,-83.00379,K619,0,0,0,,0,5561331900,29
19,,meter,2017361,$0.00,$0.00,3385832,$25.00,0,2013085,1551,0,39.97693,LINCOLN ST E,-83.00323,K120,0,0,0,,0,5560914906,29
6,,meter,0,$0.00,$0.00,2764151,$25.00,0,2013134,1051,0,39.995193,NEIL AVE,-83.01452,UW970,0,0,0,,0,5561649501,29
7,,meter,2017298,$0.00,$0.00,3271847,$25.00,0,2013144,811,0,39.97559,RUSSELL ST E,-83.00269,K175,0,0,0,,0,5561691556,29
20,,meter,2017270,$65.00,$0.00,3340706,$25.00,1,2013285,1855,0,39.97362,GOODALE ST W,-83.00678,K105,0,0,0,,0,5562294584,29
7,,meter,2017284,$0.00,$0.00,2804009,$25.00,0,2013250,1316,2017308,39.959675,TOWN ST E,-82.99166,EI401,0,2014149,2017308,,0,5562107113,29
15,,meter,2017017,$60.00,$0.00,3095289,$25.00,0,2013007,813,2012223,39.962536,BROAD ST E,-82.99891,EN24,0,0,2012224,,0,5561120990,29
14,,meter,2014043,$240.00,$0.00,3292209,$25.00,0,2013082,854,0,39.963825,GAY ST E,-82.99964,EP32,0,0,0,,0,5561327836,29
13,,meter,2016188,$0.00,$0.00,3351224,$45.00,0,2013327,2137,0,39.97498,PARK ST,-83.00481,K335,0,0,0,,0,5562475696,72
5,,meter,2013288,$0.00,$0.00,3304770,$25.00,0,2013177,2016,0,39.963623,GAY ST E,-83.000175,EP11,0,2013176,0,,0,5561834861,29
19,,meter,2014189,$220.00,$0.00,3306001,$45.00,0,2013343,1631,0,39.994137,TENTH AVE W,-83.00729,UW52,0,0,0,,0,5562541290,72
17,,meter,0,$0.00,$0.00,3317531,$45.00,0,2013192,2130,0,39.97827,HIGH ST N,-83.00389,K631,0,0,0,,0,5561930761,72
19,,meter,2015203,$0.00,$0.00,3301014,$45.00,0,2013114,1658,0,39.99445,HIGH ST N,-83.00709,UW607,0,0,0,,0,5561627005,72
20,,meter,2017340,$30.00,$0.00,3301896,$25.00,0,2013295,1905,0,39.995537,ELEVENTH AVE W,-83.01282,UW228,0,0,0,,0,5562330402,29
10,,meter,0,$0.00,$0.00,3315531,$25.00,0,2013180,1004,0,40.00484,FRAMBES AVE,-83.00757,UE571,0,0,0,,0,5561882015,29
20,,meter,2016314,$0.00,$0.00,3351826,$25.00,0,2013330,1629,0,39.98166,HIGH ST N,-83.00431,K702,0,0,0,,0,5562494865,29
5,,meter,2017256,$0.00,$0.00,3300134,$45.00,0,2013110,1959,0,39.965965,WALL ST N,-83.002235,NJ252,0,0,0,,0,5561566094,72
2,,meter,0,$0.00,$0.00,3336191,$25.00,0,2013266,809,2016103,39.96387,GAY ST E,-82.999245,EP42,0,0,2016103,,0,5562160276,29
14,,meter,2016244,$450.00,$0.00,3338157,$45.00,0,2013306,1442,0,39.9639,GAY ST E,-82.99901,EP48,0,0,0,,0,5562251221,72
19,,meter,0,$0.00,$0.00,3295139,$45.00,0,2013089,1948,0,39.972378,SPRUCE ST,-83.00413,WBB74,0,0,0,,0,5561393426,72
18,,meter,2017319,$0.00,$0.00,3346533,$25.00,0,2013344,2149,0,39.962555,BROAD ST E,-82.99874,EN28,0,0,0,,0,5562523963,29
7,,meter,2014218,$0.00,$0.00,3323909,$45.00,0,2013222,1341,0,39.96278,BROAD ST E,-82.99473,EN261,0,0,0,,0,5562018530,72
5,,meter,2013268,$140.00,$0.00,3249379,$45.00,0,2013247,1856,0,39.96928,MT VERNON AVE,-82.99245,EY409,0,0,0,,0,5562039795,72
15,,meter,2013086,$0.00,$0.00,3289122,$25.00,0,2013064,1008,0,39.954773,MOUND ST E,-82.998726,EC5,0,0,0,,0,5561372791,29
5,,meter,2015063,$145.00,$0.00,3275585,$25.00,1,2013005,2119,0,39.964405,GAY ST E,-82.995926,EP204,0,0,0,,0,5561083363,29
8,,meter,2017277,$315.00,$0.00,3314358,$25.00,4,2013196,1209,0,39.9536,FULTON ST E,-82.99728,EA37,0,0,0,,0,5561877771,29
6,,meter,2016083,$0.00,$0.00,3218331,$25.00,0,2013133,1028,0,39.998825,FOURTEENTH AVE E,-83.00745,UE255,0,0,0,,0,5561649114,29
19,,meter,2017319,$170.00,$0.00,3664729,$25.00,2,2013319,1647,0,40.002083,17TH AVE E,-83.00669,UE418,0,0,0,,0,5562469116,29
20,,meter,2013079,$0.00,$0.00,3287499,$25.00,0,2013058,1715,2017248,39.96361,GAY ST E,-83.00026,EP9,0,0,2017250,,0,5561359686,29
17,,meter,2018066,$90.00,$0.00,3252650,$25.00,0,2013017,1946,0,39.965965,WALL ST N,-83.002235,NJ252,0,0,0,,0,5561173895,29
